x1,y1,r1,x2,y2,r2,x3,y3,r3,x4,y4,r4,x5,y5,r5,x6,y6,r6,x7,y7,r7,class
270.5,195.0,20.0,265.0,172.5,26.0,261.602,155.492,27.0,258.17,148.919,29.0,253.082,155.082,36.0,247.107,192.385,55.0,241.5,338.5,126.0,3
261.5,175.5,26.0,259.5,153.348,28.0,259.516,136.868,31.0,261.482,132.499,36.0,275.5,154.0,53.0,288.0,279.5,138.0,315.5,428.5,58.0,4
269.975,176.184,24.0,269.421,164.5,26.0,271.5,161.402,28.0,278.5,170.5,34.0,293.5,216.0,57.0,316.5,313.5,98.0,341.5,447.0,53.0,4
270.0,194.5,18.0,258.0,163.0,26.0,244.266,142.266,27.0,225.067,126.425,29.0,201.0,118.0,32.0,162.22,126.354,43.0,107.0,164.329,26.0,1
262.5,163.5,25.0,263.0,144.5,27.0,268.5,131.5,30.0,278.32,129.721,35.0,303.988,154.988,58.0,372.563,264.203,140.0,502.5,455.0,37.0,4
272.0,173.5,28.0,265.269,148.731,27.0,255.786,130.932,29.0,242.0,122.5,34.0,221.429,127.515,44.0,183.0,179.5,75.0,182.5,291.5,33.0,3
297.5,199.0,19.0,283.476,172.145,26.0,278.5,147.5,28.0,274.308,128.556,31.0,268.5,118.868,37.0,259.674,129.247,52.0,265.542,276.128,167.0,5
287.5,207.0,20.0,275.703,170.0,27.0,275.517,148.173,28.0,275.533,133.693,33.0,276.015,127.5,41.0,297.006,169.191,78.0,346.0,325.0,178.0,5
270.0,163.5,27.0,268.89,135.819,29.0,265.182,111.0,32.0,262.69,97.346,39.0,258.3,105.066,52.0,278.5,241.5,168.0,283.5,389.5,67.0,5
283.5,193.5,19.0,265.5,174.0,20.0,257.0,164.5,25.0,247.42,160.0,28.0,234.5,166.0,35.0,213.0,206.0,52.0,178.5,313.5,86.0,3
274.0,159.5,24.0,277.5,137.0,27.0,285.0,115.33,29.0,300.0,100.5,35.0,327.647,98.269,44.0,387.79,130.527,80.0,526.0,264.5,144.0,2
279.5,194.5,21.0,272.5,165.189,26.0,274.0,133.5,28.0,284.0,97.5,28.0,299.0,63.0,32.0,326.0,32.5,40.0,374.5,13.469,43.0,2
268.241,156.227,26.0,269.322,132.242,27.0,272.5,116.0,30.0,279.139,110.066,35.0,292.5,129.5,51.0,344.0,219.5,121.0,381.5,372.0,117.0,4
279.5,185.0,19.0,256.0,164.0,24.0,244.5,142.5,28.0,228.0,121.5,28.0,202.677,104.332,33.0,160.361,100.875,40.0,88.01,128.99,35.0,1
283.0,189.0,19.0,268.775,164.761,25.0,265.158,152.833,26.0,263.0,149.0,29.0,259.227,158.773,35.0,263.163,210.371,57.0,263.597,354.105,116.0,3
259.5,165.0,24.0,259.184,141.856,26.0,258.5,119.5,28.0,261.0,99.5,34.0,264.0,92.5,42.0,282.5,150.0,89.0,339.0,311.0,191.0,5
277.0,181.0,22.0,266.0,154.352,26.0,275.0,124.0,30.0,288.748,93.602,32.0,314.141,66.988,40.0,362.0,41.0,52.0,434.5,37.5,34.0,2
269.0,179.5,22.0,270.0,195.0,18.0,261.0,155.0,28.0,272.0,120.5,29.0,288.5,87.0,32.0,318.5,53.5,41.0,375.0,25.5,49.0,2
260.0,191.5,19.0,256.0,161.5,29.0,267.0,126.5,30.0,282.113,93.984,34.0,310.735,59.265,42.0,360.5,31.5,52.0,427.0,15.5,33.0,2
254.5,168.5,28.0,263.0,143.5,27.0,281.0,122.5,32.0,305.5,113.0,38.0,346.978,115.489,50.0,433.5,165.5,91.0,564.0,314.5,92.0,2
255.5,188.0,25.0,262.0,159.5,28.0,277.5,139.0,28.0,298.5,122.0,35.0,340.0,117.0,46.0,408.0,144.5,71.0,566.0,291.0,89.0,2
247.5,164.0,28.0,251.0,133.5,28.0,256.45,102.787,30.0,269.409,81.591,35.0,289.955,73.552,44.0,334.5,95.5,75.0,480.0,245.5,199.0,2
270.0,202.5,18.0,262.0,158.5,25.0,271.0,122.5,28.0,285.5,90.5,30.0,308.268,60.732,33.0,347.5,36.5,42.0,411.5,21.5,47.0,2
269.5,198.5,19.0,255.5,168.5,26.0,248.302,154.57,26.0,240.403,149.038,29.0,226.388,156.0,36.0,205.5,193.0,55.0,164.5,305.0,87.0,3
253.5,188.5,23.0,242.0,159.0,25.0,235.0,146.0,25.0,227.336,141.983,28.0,215.5,147.5,34.0,198.423,186.038,46.0,173.5,300.5,85.0,3
247.5,168.5,21.0,239.0,152.5,26.0,230.906,138.109,27.0,216.731,131.962,30.0,197.0,139.0,38.0,169.562,187.18,57.0,162.5,277.0,36.0,3
254.0,162.5,25.0,256.0,136.5,27.0,265.463,116.537,29.0,275.633,102.203,32.0,298.0,102.5,42.0,351.5,137.5,76.0,457.5,263.0,148.0,2
242.0,159.0,26.0,249.5,134.5,27.0,261.223,111.777,29.0,280.0,98.0,35.0,311.0,91.0,46.0,368.786,127.237,77.0,534.0,264.5,139.0,2
263.5,184.5,20.0,254.0,159.0,26.0,259.0,128.5,26.0,268.315,98.685,28.0,285.0,72.0,35.0,315.0,47.5,45.0,376.72,46.947,60.0,2
247.0,146.5,26.0,239.0,128.5,25.0,233.201,116.736,28.0,225.782,116.506,30.0,213.686,138.176,41.0,201.431,222.136,76.0,181.866,320.229,70.0,3
262.341,153.746,26.0,261.5,121.0,28.0,260.917,91.335,29.0,263.594,59.733,35.0,270.641,33.194,46.0,284.5,20.875,64.0,327.188,194.876,222.0,5
252.0,130.0,27.0,242.0,104.0,26.0,231.902,84.02,28.0,217.846,72.128,33.0,196.32,79.892,42.0,149.0,136.5,69.0,70.5,277.5,24.0,3
254.5,130.5,25.0,249.5,97.616,26.0,244.399,68.14,29.0,237.273,47.727,34.0,229.5,41.0,42.0,212.495,64.435,57.0,187.5,234.5,160.0,3
254.5,185.5,23.0,246.5,164.0,25.0,240.559,150.951,25.0,235.0,148.208,28.0,226.0,158.5,35.0,220.5,203.5,48.0,197.5,301.5,80.0,3
246.758,155.128,25.0,238.93,128.564,26.0,229.657,107.758,29.0,220.0,94.0,34.0,204.332,97.348,41.0,174.535,144.987,67.0,159.0,305.0,83.0,3
255.5,181.0,26.0,249.0,155.0,26.0,241.238,139.5,28.0,231.5,133.827,32.0,217.367,141.367,40.0,190.0,206.0,77.0,157.5,306.0,78.0,3
256.5,161.5,24.0,255.0,137.0,26.0,252.0,112.5,29.0,249.96,93.5,35.0,246.728,86.188,43.0,252.407,128.68,79.0,271.0,300.0,186.0,5
255.0,150.5,26.0,249.601,123.381,25.0,243.477,95.038,28.0,234.5,72.936,34.0,222.11,64.249,45.0,196.034,95.378,73.0,173.81,263.023,125.0,5
252.0,132.28,26.0,248.496,97.421,26.0,244.263,67.5,29.0,240.0,39.925,36.0,236.373,25.468,46.0,228.537,31.454,69.0,247.903,245.421,228.0,5
249.5,130.5,25.0,246.5,96.528,24.0,243.935,57.196,26.0,240.0,27.0,33.0,239.5,13.318,38.0,247.0,9.0,54.0,367.492,214.436,272.0,5
218.5,139.0,20.0,208.5,117.0,26.0,213.878,104.0,28.0,219.5,103.0,33.0,229.47,119.336,42.0,249.022,202.549,84.0,294.5,359.0,131.0,4
211.5,124.0,20.0,212.0,144.5,20.0,181.297,113.726,26.0,167.406,111.163,29.0,141.091,123.527,35.0,81.0,199.5,68.0,42.5,310.5,81.0,3
203.5,112.0,25.0,198.0,80.0,25.0,195.317,46.335,26.0,192.0,18.5,31.0,192.0,9.5,36.0,190.0,7.5,49.0,278.349,244.139,300.0,5
207.0,133.5,24.0,207.5,133.0,23.0,207.0,144.0,21.0,188.0,114.0,24.0,173.0,87.0,24.0,147.734,60.54,24.0,108.5,33.0,28.0,1
198.0,99.0,19.0,199.0,78.947,26.0,206.687,61.142,28.0,214.5,55.5,33.0,231.058,77.869,46.0,265.619,154.711,87.0,303.5,337.0,148.0,4
205.0,95.0,25.0,203.793,64.932,24.0,204.0,35.697,28.0,202.839,20.5,35.0,209.5,16.15,43.0,235.0,97.5,107.0,303.0,286.182,198.0,5
242.338,101.0,28.0,239.415,77.576,26.0,233.5,58.0,29.0,225.5,49.5,35.0,210.313,56.715,45.0,176.965,161.842,108.0,126.7,294.489,105.0,3
234.5,76.0,25.0,232.0,43.5,23.0,225.0,16.0,26.0,219.0,8.5,24.0,219.0,8.595,22.0,196.5,17.257,49.0,183.627,221.965,189.0,3
247.968,135.0,21.0,237.0,102.0,26.0,242.5,69.0,25.0,254.0,34.291,27.0,273.5,11.46,28.0,308.5,8.35,19.0,379.0,8.5,36.0,2
252.5,135.0,20.0,241.308,91.758,28.0,252.686,65.351,27.0,268.625,42.625,33.0,301.859,35.736,41.0,356.5,67.0,64.0,524.5,205.0,146.0,2
250.5,139.0,21.0,230.5,95.0,26.0,228.922,79.929,28.0,229.216,75.731,31.0,230.992,91.4,38.0,236.108,166.036,77.0,272.0,340.5,144.0,4
256.203,154.64,29.0,254.5,129.585,29.0,255.0,107.023,29.0,257.926,91.78,32.0,262.805,92.205,37.0,281.5,128.5,65.0,330.0,302.0,190.0,4
240.5,103.0,28.0,233.5,75.5,28.0,223.5,55.5,32.0,211.951,49.335,39.0,195.009,63.826,50.0,126.5,204.0,149.0,81.504,360.572,58.0,3
241.0,143.0,31.0,243.0,119.0,29.0,245.56,98.0,30.0,251.5,91.5,33.0,263.778,98.327,41.0,290.279,162.421,83.0,348.5,329.5,159.0,4
256.0,173.0,20.0,260.5,182.0,20.0,252.5,167.5,25.0,253.0,135.5,34.0,253.5,94.0,30.0,259.5,54.5,21.0,268.5,15.5,24.0,2
220.983,103.57,23.0,225.5,76.314,27.0,237.045,49.702,28.0,253.927,31.419,33.0,283.87,25.065,44.0,354.408,66.215,87.0,512.5,220.0,149.0,2
246.0,127.03,22.0,218.5,93.5,21.0,210.0,69.5,22.0,194.5,43.5,21.0,180.5,18.449,28.0,154.5,9.5,28.0,104.0,19.233,39.0,1
216.0,68.0,24.0,208.0,45.5,26.0,198.334,32.961,30.0,184.56,34.867,35.0,158.236,66.456,43.0,101.5,240.5,86.0,62.475,323.231,36.0,3
235.5,126.0,21.0,222.5,100.5,26.0,218.951,83.608,26.0,216.977,76.5,30.0,218.308,83.931,35.0,225.5,128.5,55.0,216.0,311.5,137.0,4
265.0,107.5,31.0,271.143,73.137,30.0,283.516,40.828,33.0,303.0,18.0,37.0,338.5,10.5,45.0,401.182,25.201,57.0,606.5,232.0,38.0,2
243.143,126.0,28.0,242.5,102.5,27.0,242.0,87.0,31.0,240.5,82.849,35.0,234.163,100.611,49.0,240.187,218.33,122.0,231.0,386.5,102.0,4
262.5,141.0,26.0,263.5,121.0,29.0,265.536,101.0,30.0,272.525,93.666,33.0,282.5,104.0,43.0,304.5,158.0,75.0,351.5,323.5,165.0,4
249.5,89.5,26.0,243.5,57.397,27.0,233.5,36.0,31.0,220.085,27.441,37.0,202.143,42.0,46.0,138.5,160.0,122.0,94.0,318.0,97.0,3
240.0,131.0,19.0,235.0,108.5,26.0,223.514,74.514,24.0,209.52,40.649,26.0,193.0,17.737,30.0,161.0,9.839,25.0,82.5,9.0,27.0,1
237.0,113.5,27.0,233.417,87.5,27.0,233.635,68.357,30.0,235.34,62.224,35.0,241.373,80.466,46.0,251.536,182.5,106.0,260.0,362.5,123.0,4
239.0,127.0,27.0,236.0,93.5,27.0,235.603,56.5,29.0,236.831,25.723,33.0,240.0,13.013,38.0,257.5,11.611,52.0,390.772,220.483,268.0,5
241.0,91.5,25.0,240.0,51.5,28.0,239.895,20.517,31.0,242.0,10.0,34.0,247.5,7.5,41.0,275.494,108.075,136.0,371.178,305.916,220.0,5
242.0,139.5,32.0,234.0,108.0,27.0,225.0,73.5,25.0,208.579,44.966,26.0,191.32,22.32,30.0,159.0,16.278,36.0,106.5,33.0,46.0,1
237.086,126.0,26.0,239.968,102.39,27.0,246.398,84.115,29.0,254.706,80.053,33.0,272.0,101.0,48.0,301.0,161.0,75.0,337.883,333.325,154.0,4
241.271,113.836,28.0,242.0,80.5,26.0,246.945,46.866,29.0,260.281,19.619,32.0,279.0,10.242,34.0,330.0,9.061,53.0,548.121,244.337,109.0,2
235.0,77.387,25.0,235.787,45.911,27.0,236.5,20.0,31.0,242.5,9.597,34.0,258.5,9.071,48.0,313.594,153.489,171.0,420.584,321.36,173.0,5
249.0,90.902,26.0,247.5,58.0,25.0,244.205,29.019,29.0,243.0,16.549,34.0,242.5,14.242,41.0,252.297,73.554,86.0,273.198,291.596,196.0,5
262.738,142.262,22.0,241.5,111.0,29.0,228.0,84.0,27.0,211.0,65.0,30.0,185.432,55.704,36.0,145.0,64.0,46.0,18.0,209.0,24.0,1
246.5,112.0,28.0,236.0,83.0,27.0,223.158,56.85,27.0,207.396,37.662,31.0,184.0,33.805,38.0,136.5,52.5,48.0,38.0,250.5,71.0,1
251.5,113.0,28.0,257.0,80.5,26.0,273.5,46.5,28.0,289.959,19.332,30.0,321.0,10.5,32.0,379.5,12.5,49.0,600.88,205.0,49.0,2
270.0,142.0,19.0,258.0,110.0,28.0,258.5,68.861,23.0,254.5,32.0,26.0,251.5,7.029,26.0,215.5,19.189,77.0,193.469,275.106,205.0,5
246.0,123.0,19.0,232.61,104.422,26.0,231.143,90.004,27.0,228.877,84.986,30.0,222.417,94.0,37.0,218.878,152.741,63.0,223.0,319.0,137.0,3
236.0,116.0,21.0,228.266,101.266,27.0,219.0,88.5,27.0,206.1,87.565,32.0,189.5,106.0,40.0,151.0,191.5,86.0,118.0,310.0,70.0,3
255.5,127.5,21.0,255.5,129.0,22.0,256.0,133.5,23.0,256.44,143.506,22.0,243.679,110.861,25.0,252.0,129.0,140.0,307.681,346.053,144.0,5
234.5,98.0,25.0,233.559,76.403,26.0,236.227,60.435,28.0,242.0,56.5,33.0,258.5,76.0,47.0,271.707,171.441,93.0,323.0,347.5,141.0,4
231.5,76.5,24.0,230.5,46.397,26.0,233.686,23.314,29.0,237.5,12.79,32.0,245.0,14.318,39.0,269.799,94.218,98.0,328.5,284.5,192.0,4
237.567,64.5,22.0,227.029,38.971,24.0,217.06,21.735,28.0,201.5,18.598,33.0,179.0,31.947,39.0,141.5,103.0,52.0,86.0,284.5,91.0,3
240.5,82.0,26.0,255.542,56.196,25.0,272.688,36.0,30.0,302.0,27.24,35.0,351.5,43.0,52.0,477.0,160.5,137.0,572.345,265.525,70.0,2
249.0,101.5,23.0,251.47,112.47,23.0,252.0,127.0,19.0,233.0,79.5,23.0,222.5,12.0,20.0,245.5,85.0,109.0,267.366,300.37,188.0,5
230.0,155.5,26.0,224.852,135.12,27.0,221.167,120.391,28.0,217.543,116.059,32.0,211.0,128.422,40.0,202.56,184.295,62.0,193.34,304.398,85.0,3
233.5,113.84,28.0,229.669,84.634,28.0,220.103,61.211,32.0,209.991,51.915,38.0,195.505,59.052,47.0,163.498,128.384,85.0,99.0,318.5,117.0,3
255.0,150.149,28.0,256.0,125.0,28.0,261.5,106.5,30.0,272.0,99.5,33.0,289.687,105.398,42.0,318.203,159.745,73.0,361.5,316.0,149.0,4
243.16,100.265,27.0,240.929,64.444,27.0,237.56,32.614,31.0,236.0,15.257,35.0,234.0,9.5,43.0,235.843,35.257,67.0,300.393,266.829,233.0,5
240.5,134.5,29.0,233.5,103.5,26.0,221.524,71.805,26.0,207.0,43.5,31.0,186.879,24.916,38.0,149.0,27.946,49.0,83.5,51.5,38.0,1
241.5,153.5,28.0,240.346,130.647,28.0,240.0,119.5,31.0,237.206,121.099,34.0,232.562,149.549,48.0,228.5,250.0,100.0,220.809,399.425,83.0,3
235.332,111.868,26.0,238.5,75.0,27.0,242.214,44.754,30.0,252.5,23.0,36.0,271.0,17.4,46.0,315.832,76.402,94.0,469.399,249.483,191.0,2
227.0,128.0,27.0,221.5,94.5,29.0,216.926,62.19,31.0,210.0,38.0,38.0,197.585,28.656,52.0,181.0,76.0,97.0,153.052,284.515,172.0,5
250.5,188.5,21.0,227.5,147.0,27.0,219.043,116.152,28.0,203.934,88.458,28.0,183.768,69.768,34.0,155.799,68.501,44.0,99.0,93.5,52.0,1
223.0,153.0,29.0,213.5,127.0,27.0,202.5,109.5,31.0,188.341,105.753,34.0,164.0,122.5,44.0,104.0,269.5,77.0,62.04,360.5,54.0,3
225.0,146.0,27.0,224.0,117.5,29.0,227.018,92.934,31.0,239.035,76.58,37.0,258.792,75.362,48.0,329.483,135.901,114.0,477.0,284.5,166.0,2
232.588,107.5,26.0,230.5,72.0,28.0,225.0,43.422,33.0,222.217,27.455,41.0,217.618,26.676,52.0,190.547,160.586,157.0,242.0,354.5,128.0,5
227.5,154.5,26.0,223.0,129.0,29.0,213.5,103.5,30.0,202.691,88.453,33.0,188.029,88.856,40.0,152.5,118.0,56.0,93.5,333.0,109.0,3
227.0,152.5,23.0,221.875,130.608,28.0,215.5,106.0,29.0,206.444,93.444,32.0,196.353,95.453,37.0,179.533,126.415,53.0,131.781,297.658,153.0,3
228.818,151.0,27.0,229.0,128.5,28.0,231.544,115.546,31.0,238.5,116.5,34.0,256.723,142.723,49.0,305.5,236.5,99.0,335.0,386.0,110.0,4
232.5,154.0,28.0,235.0,118.5,31.0,244.453,89.547,30.0,257.398,64.998,34.0,283.098,50.986,43.0,328.5,63.0,64.0,482.5,199.5,198.0,2
232.0,163.0,29.0,224.5,141.5,26.0,220.615,132.198,29.0,214.298,132.969,33.0,209.197,160.596,45.0,191.5,248.0,84.0,195.5,395.5,87.0,3
223.647,126.5,27.0,224.855,100.085,29.0,226.686,86.5,31.0,231.0,83.0,36.0,244.802,102.644,49.0,267.62,195.405,101.0,325.0,364.5,130.0,4
231.5,153.5,29.0,225.239,116.68,27.0,221.5,78.0,24.0,218.0,39.0,26.0,213.0,10.0,27.0,209.5,112.5,173.0,171.102,350.458,109.0,5
228.0,81.0,26.0,228.079,48.541,29.0,232.951,23.518,34.0,240.5,13.826,38.0,263.5,20.804,55.0,340.339,207.238,211.0,455.0,400.5,129.0,5
215.603,107.0,26.0,219.09,74.147,27.0,225.623,45.958,31.0,240.324,25.047,38.0,272.5,26.115,53.0,351.5,124.5,138.0,491.892,334.77,161.0,2
216.225,116.239,25.0,211.659,87.596,25.0,209.5,67.5,29.0,210.0,57.5,34.0,211.004,64.628,38.0,219.5,118.99,62.0,232.0,312.431,169.0,4
233.5,125.0,29.0,241.5,93.5,29.0,256.882,65.315,30.0,276.777,44.893,37.0,321.585,41.76,50.0,391.5,95.5,81.0,583.78,261.5,78.0,2
226.0,133.0,29.0,217.0,99.5,21.0,199.0,60.0,23.0,185.0,32.0,26.0,161.0,12.554,29.0,120.0,15.111,31.0,53.5,20.5,21.0,1
211.357,150.711,27.0,205.0,121.5,25.0,194.593,95.593,27.0,182.424,77.526,31.0,164.5,74.28,38.0,133.033,93.681,47.0,48.5,287.5,83.0,3
225.5,156.5,28.0,220.412,128.5,26.0,211.914,102.14,29.0,202.911,83.167,34.0,188.5,78.0,41.0,163.6,96.794,56.0,101.5,329.5,136.0,3
225.478,149.353,28.0,232.0,123.5,29.0,248.726,103.274,33.0,273.5,95.581,38.0,324.5,114.0,63.0,432.5,214.5,137.0,544.932,326.877,75.0,2
223.0,161.5,20.0,220.5,130.0,28.0,224.016,85.5,22.0,225.393,49.475,24.0,230.0,15.788,28.0,312.5,8.5,27.0,610.642,250.416,44.0,2
225.5,161.0,29.0,219.0,130.0,28.0,206.0,99.0,25.0,189.5,63.5,25.0,168.262,35.5,31.0,139.0,17.029,37.0,80.5,22.623,44.0,1
216.5,113.0,26.0,218.098,80.586,27.0,223.011,56.989,31.0,230.5,44.648,36.0,242.394,50.306,44.0,270.442,135.797,99.0,366.5,308.5,185.0,4
213.0,113.5,25.0,207.99,80.915,24.0,200.711,52.241,28.0,195.0,36.286,34.0,185.0,36.5,41.0,167.761,73.761,55.0,127.5,293.0,182.0,3
214.534,101.909,25.0,209.095,68.095,27.0,204.0,36.41,32.0,200.887,21.604,39.0,198.0,16.943,49.0,221.5,128.5,141.0,195.5,325.0,162.0,5
230.0,155.318,26.0,231.0,123.0,28.0,240.433,88.795,28.0,251.5,55.5,30.0,268.595,25.694,36.0,299.5,10.0,42.0,370.0,9.0,56.0,2
239.0,180.0,22.0,228.0,170.5,27.0,218.0,138.5,31.0,177.583,33.5,23.0,157.5,11.62,25.0,123.0,8.5,19.0,62.5,8.25,20.0,1
251.0,173.0,20.0,228.5,144.5,31.0,219.0,112.5,25.0,205.147,78.357,24.0,187.052,48.05,27.0,159.704,23.095,33.0,107.5,15.012,33.0,1
255.373,125.915,28.0,252.0,97.5,27.0,246.0,73.0,29.0,241.033,59.5,35.0,230.556,62.0,42.0,212.085,113.284,73.0,152.5,298.5,172.0,3
266.498,137.814,30.0,259.0,104.0,27.0,246.5,72.079,25.0,233.0,39.0,27.0,210.0,18.159,31.0,171.5,8.0,26.0,91.5,8.5,23.0,1
254.36,92.756,27.0,253.0,59.434,25.0,251.36,30.398,28.0,250.0,16.695,33.0,250.0,14.379,38.0,249.0,54.958,61.0,257.0,276.5,203.0,4
254.484,155.326,27.0,254.5,130.0,29.0,260.5,100.5,30.0,277.5,81.0,33.0,302.783,64.108,42.0,352.0,68.0,59.0,558.5,259.0,106.0,2
269.0,157.5,23.0,247.5,135.5,24.0,254.5,109.0,30.0,269.0,79.0,29.0,293.0,56.0,34.0,333.5,33.0,43.0,400.167,34.167,45.0,2
267.0,167.5,20.0,242.5,142.0,30.0,233.0,113.0,28.0,218.5,84.5,27.0,200.0,54.679,30.0,169.804,29.285,35.0,110.5,16.5,40.0,1
252.5,127.5,27.0,255.603,105.5,29.0,259.905,94.608,31.0,266.0,99.0,35.0,285.0,138.5,59.0,308.5,269.5,119.0,353.558,413.962,88.0,4
246.0,123.5,28.0,245.45,100.504,26.0,246.145,85.618,30.0,248.421,84.411,34.0,250.578,106.761,45.0,266.341,190.3,85.0,288.5,368.5,117.0,4
257.0,119.5,29.0,262.0,83.907,27.0,271.5,49.5,29.0,290.5,21.5,34.0,316.5,8.75,38.0,380.5,14.5,56.0,624.0,221.0,21.0,2
271.5,166.5,22.0,272.485,178.032,22.0,251.5,143.5,29.0,239.0,120.5,29.0,225.663,102.937,30.0,199.991,94.0,34.0,152.0,103.5,47.0,1
244.394,141.308,29.0,246.5,115.5,29.0,252.0,93.0,31.0,267.309,79.322,36.0,290.86,77.479,50.0,345.588,172.56,123.0,474.893,349.517,153.0,2
257.0,123.5,29.0,257.402,99.5,28.0,257.435,79.565,32.0,256.415,72.585,37.0,258.142,95.286,52.0,251.5,251.5,168.0,271.5,411.5,88.0,5
242.5,140.0,29.0,234.0,115.5,29.0,226.458,99.302,30.0,214.906,91.906,35.0,195.5,104.0,47.0,146.857,223.158,124.0,108.777,386.654,69.0,3
244.296,123.048,27.0,239.0,93.0,26.0,235.5,61.5,30.0,231.993,35.91,38.0,226.0,27.446,49.0,221.222,54.524,85.0,243.56,308.52,240.0,5
249.15,123.633,28.0,252.978,99.301,28.0,259.804,84.5,31.0,271.795,82.5,37.0,294.0,116.0,60.0,339.0,238.5,130.0,421.0,376.5,117.0,4
241.0,116.5,27.0,238.5,79.554,25.0,234.041,46.436,29.0,230.5,21.5,35.0,228.5,10.742,41.0,222.0,12.0,65.0,276.5,264.572,279.0,5
258.5,163.5,22.0,250.0,132.5,28.0,260.0,102.5,29.0,281.0,80.0,32.0,308.5,64.5,39.0,359.0,69.0,50.0,435.0,100.5,29.0,2
257.0,169.5,23.0,251.0,142.0,29.0,239.5,107.5,29.0,225.201,77.201,27.0,204.459,49.063,30.0,177.5,29.679,36.0,125.603,24.523,45.0,1
244.5,108.0,27.0,248.5,72.5,29.0,255.764,43.236,32.0,272.903,20.981,37.0,306.0,10.769,46.0,381.5,25.5,64.0,623.0,226.0,21.0,2
251.231,129.846,28.0,254.0,99.5,29.0,261.0,77.5,31.0,272.267,69.733,36.0,293.0,75.5,46.0,332.316,146.516,91.0,463.292,327.783,181.0,4
251.0,72.5,25.0,251.944,39.558,28.0,255.822,18.233,32.0,264.5,13.293,37.0,289.655,25.203,55.0,366.78,194.569,183.0,454.5,390.5,144.0,4
255.5,143.0,29.0,249.426,119.508,27.0,243.955,106.003,30.0,237.753,105.247,33.0,225.0,128.5,47.0,201.672,215.297,90.0,191.967,374.949,87.0,3
254.0,113.5,29.0,264.927,86.073,29.0,280.736,65.264,31.0,303.686,57.605,37.0,351.5,77.0,56.0,463.0,191.0,133.0,578.412,308.976,62.0,2
262.5,126.646,28.0,261.155,97.204,27.0,259.769,75.692,30.0,258.652,64.088,34.0,259.622,69.008,39.0,266.023,118.321,67.0,306.0,302.5,184.0,4
258.0,118.5,28.0,253.0,90.5,27.0,246.0,62.0,28.0,231.877,41.805,33.0,215.318,36.123,41.0,180.284,51.907,53.0,76.5,295.5,113.0,3
252.5,138.5,28.0,250.07,115.396,28.0,253.239,98.666,29.0,257.277,95.304,34.0,270.5,114.5,47.0,289.5,192.5,92.0,358.092,356.183,138.0,4
266.0,148.5,22.0,257.0,118.0,30.0,241.5,86.5,26.0,226.5,56.15,27.0,202.417,32.167,32.0,167.0,18.0,35.0,98.5,20.5,30.0,1
262.0,158.0,24.0,243.0,133.0,27.0,244.5,102.0,25.0,255.0,63.5,27.0,265.0,29.0,32.0,286.5,8.265,33.0,336.5,8.5,25.0,2
248.0,134.5,26.0,245.5,102.5,22.0,247.0,59.0,23.0,246.698,22.145,26.0,252.0,7.0,15.0,368.5,212.5,249.0,449.587,336.279,102.0,5
244.0,117.5,30.0,248.0,87.0,29.0,257.173,63.101,32.0,270.693,54.492,39.0,297.5,64.0,53.0,368.088,197.44,153.0,469.0,374.5,144.0,4
261.0,133.5,29.0,265.5,100.5,29.0,277.0,70.0,29.0,294.5,47.5,34.0,321.964,38.181,40.0,374.5,51.5,55.0,563.5,226.0,82.0,2
273.0,167.5,23.0,244.0,130.0,29.0,232.5,95.0,24.0,213.5,62.5,25.0,189.456,37.147,28.0,152.0,21.962,34.0,92.0,21.5,34.0,1
248.5,101.775,25.0,241.0,67.5,28.0,234.0,37.0,32.0,227.0,19.67,38.0,219.0,18.429,49.0,225.769,81.801,100.0,190.952,305.653,186.0,5
247.0,113.0,27.0,249.647,80.5,27.0,250.182,48.882,31.0,255.0,29.0,40.0,270.5,25.447,52.0,293.5,110.74,118.0,464.0,298.5,239.0,5
232.5,115.5,27.0,233.031,88.416,27.0,237.227,67.102,32.0,244.77,58.23,39.0,263.301,69.346,50.0,337.22,188.845,145.0,439.5,373.5,154.0,4
229.0,118.0,28.0,221.824,89.0,26.0,211.075,63.023,28.0,199.144,46.104,33.0,180.5,43.5,41.0,148.122,66.732,52.0,67.0,295.0,89.0,3
223.297,125.0,27.0,222.0,97.05,27.0,219.5,75.304,30.0,218.459,64.5,35.0,214.311,70.109,42.0,212.187,128.199,70.0,236.5,318.5,166.0,4
226.606,132.705,25.0,229.5,106.5,29.0,239.5,74.5,29.0,256.0,50.0,34.0,288.5,34.5,44.0,348.5,35.0,65.0,591.715,223.392,54.0,2
251.0,141.0,24.0,250.941,147.059,24.0,250.5,161.5,21.0,232.0,152.5,30.0,222.0,119.5,26.0,165.5,17.5,23.0,129.5,7.5,17.0,1
223.622,113.361,27.0,225.5,80.0,27.0,232.468,55.077,30.0,244.779,38.844,36.0,265.286,37.943,47.0,311.194,95.059,88.0,457.0,290.0,232.0,2
251.0,172.0,19.0,229.0,123.211,27.0,217.0,93.0,25.0,203.0,61.0,25.0,185.0,35.0,30.0,155.0,20.088,35.0,96.334,22.233,40.0,1
222.5,152.5,27.0,217.678,125.36,27.0,212.0,106.512,28.0,208.5,97.221,32.0,202.5,103.5,38.0,202.081,155.666,60.0,211.5,333.0,148.0,3
230.0,135.5,26.0,233.0,109.463,27.0,243.5,84.895,29.0,262.5,68.5,34.0,289.5,65.0,42.0,340.0,98.5,67.0,472.146,234.304,171.0,2
